OriginalTweet,Sentiment
serious note tho hell u guy go work still casually deal return customer retail workplace like genuinely make sense close every shop store except supermarket while coronavirus,Negative
excom i integration enables insight helldo bluest apple i rumored video workout app also it consumer survey suggests declining digitalhealth engagement iran i couid app pulled play store malware accusation it,Positive
psa despite pandemic declaration amp increasing couid case there i reason panic and stock food amp tissuesconfusion keep calm amp follow guideline laid kkmputrajaya always practice good hygiene amp avoid large public gathering unwell,Negative
hey realdonaldtrump creating chaos misinformation couid people easily get sick stress coronavirus leaving supermarket empty fear usa government stop it forbiden berniesanders,Negative
people asked self isolate they re experiencing big lifestyle shift last week mentioned company offering fast home delivery like amazon home entertainment like netflix seen increase stock price thread confusion couid,Positive
never seen parking lot neighbourhood grocery store full am couid,Neutral
we ve stuck couid story one place including share price reaction data previous pandemic product cost estimate update coverage continues via vantageanalysis evaluatepharma dataconfusion coronavirus,Positive
couid coronaviruspandemic coronaoutbreak trumptheworstpresidentever coronavirus berniesanders berniesanders drop election time revolution forbiden readyday lead ralph i grocery store sherman oak ca thou manic nygovcuomo,Negative
stocking supply family here i easy way ensure can i stock still access food couid covidaustralia coronavirus coronavirusaustralia,Positive
me grocery store now just wanted grab thing weekend husbantongue sticking out cheeky playful or blowing a raspberry ok happy face or smiley it i know to good solid two hour grocery store jam packed there i going lot money made big corp tonight couid,Positive
selling face mask wholesale retail price do interested mind health keep corona virus coronavirusinkenya couid coronaviruspandemic coronavirusupdate coronasafety facemaskforsale facemasksinkenya facemaskinnairobi facemask facemask,Positive
absolutely beautiful day portstewart today ever need support local independent business portstewart shop locally far reaching effect across community see soon portstewart,Positive
elderly people disproportionately affected virus please sign help deliver food resource people hard time getting time panic couid canceleverything atlanta,Negative
place you re going catch germ the grocery store self distancing here ugh couid hoarder ididnotbuytoiletpaper,Negative
seen higher price hand sanitizer since coronavirus pricegouging airline cruise line wedding venue let reschedule right distinguish couid myth truth join live fu happy face smiley consumer i amp a,Positive
report retailer manufacturer colluding amp or hoarding intention increase price consumer good take advantage couid case competition authority kenya info cak go ke,Positive
culotte i would proposed stop people hoarding to prefer higher price poked pointed stick lordoftheflies couid,Negative
people stock food amp hygiene product i i reminded building amp loan scene it i wonderful life fear amp panic drove people take needed to time might difficult let i try take need couid,Negative
